date,time,day_of_week,male_adult,female_adult,male_old,female_old,male_young,female_young
2024-03-27,17:00,수,131,113,167,59,71,35
2024-03-27,18:00,수,284,250,50,28,76,129
2024-03-27,19:00,수,350,47,364,33,223,90
2024-03-27,20:00,수,242,130,235,43,185,74
2024-03-27,21:00,수,163,47,116,119,107,30
2024-03-27,22:00,수,99,13,93,35,69,57
2024-03-27,23:00,수,80,43,50,23,76,46
2024-03-28,00:00,목,36,54,114,39,104,56
2024-03-28,01:00,목,56,72,30,22,121,76
2024-03-28,02:00,목,37,14,137,36,95,16
2024-03-28,03:00,목,22,54,114,25,28,51
2024-03-28,04:00,목,129,20,91,79,98,10
2024-03-28,05:00,목,42,93,61,22,93,25
2024-03-28,06:00,목,160,131,218,122,150,30
2024-03-28,07:00,목,336,192,426,101,157,45
2024-03-28,08:00,목,351,28,407,87,318,107
2024-03-28,09:00,목,257,28,30,82,254,143
2024-03-28,10:00,목,112,85,251,176,127,129
2024-03-28,11:00,목,254,170,241,174,76,186
2024-03-28,12:00,목,192,222,117,43,169,36
2024-03-28,13:00,목,252,42,231,31,369,221
2024-03-28,14:00,목,165,187,258,168,149,74
2024-03-28,15:00,목,172,82,178,158,120,19
2024-03-28,16:00,목,176,142,38,55,137,110
2024-03-28,17:00,목,117,43,270,92,241,128
2024-03-28,18:00,목,221,206,152,101,60,166
2024-03-28,19:00,목,351,104,357,135,176,215
2024-03-28,20:00,목,106,129,209,20,192,50
2024-03-28,21:00,목,268,71,252,37,224,101
2024-03-28,22:00,목,112,37,68,22,117,83
2024-03-28,23:00,목,48,31,30,82,55,32
2024-03-29,00:00,금,79,98,88,34,40,54
2024-03-29,01:00,금,61,35,94,83,62,98
2024-03-29,02:00,금,61,99,41,71,99,51
2024-03-29,03:00,금,147,45,118,16,68,76
2024-03-29,04:00,금,104,62,130,102,38,19
2024-03-29,05:00,금,119,12,53,64,36,79
2024-03-29,06:00,금,59,86,98,90,95,207
2024-03-29,07:00,금,204,126,183,282,383,76
2024-03-29,08:00,금,228,43,371,180,246,53
2024-03-29,09:00,금,255,144,194,153,72,91
2024-03-29,10:00,금,136,90,244,41,79,40
2024-03-29,11:00,금,260,174,180,110,255,199
2024-03-29,12:00,금,321,270,279,126,177,180
2024-03-29,13:00,금,226,266,124,181,77,157
2024-03-29,14:00,금,260,184,75,134,126,57
2024-03-29,15:00,금,241,174,271,104,145,102
2024-03-29,16:00,금,123,63,173,166,142,34
2024-03-29,17:00,금,191,65,73,53,189,45
2024-03-29,18:00,금,369,37,98,147,150,209
2024-03-29,19:00,금,324,225,361,145,361,90
2024-03-29,20:00,금,285,143,310,156,252,104
2024-03-29,21:00,금,114,89,263,131,247,82
2024-03-29,22:00,금,79,49,115,67,44,97
2024-03-29,23:00,금,38,28,39,94,61,14
2024-03-30,00:00,토,103,88,52,97,33,126
2024-03-30,01:00,토,40,120,54,88,142,60
2024-03-30,02:00,토,178,22,76,75,158,54
2024-03-30,03:00,토,167,95,185,36,171,28
2024-03-30,04:00,토,46,67,55,52,59,39
2024-03-30,05:00,토,25,66,154,66,88,83
2024-03-30,06:00,토,150,258,97,156,101,108
2024-03-30,07:00,토,496,150,434,354,188,376
2024-03-30,08:00,토,564,350,202,47,361,99
2024-03-30,09:00,토,311,233,97,53,174,84
2024-03-30,10:00,토,225,27,117,96,66,245
2024-03-30,11:00,토,252,53,193,240,289,139
2024-03-30,12:00,토,404,222,272,96,226,84
2024-03-30,13:00,토,218,327,165,125,61,295
2024-03-30,14:00,토,252,54,148,50,101,28
2024-03-30,15:00,토,368,79,278,62,332,232
2024-03-30,16:00,토,242,231,248,35,58,146
2024-03-30,17:00,토,47,90,364,160,158,254
2024-03-30,18:00,토,426,123,475,131,522,254
2024-03-30,19:00,토,205,186,581,199,440,111
2024-03-30,20:00,토,262,138,374,84,188,250
2024-03-30,21:00,토,199,108,348,97,137,158
2024-03-30,22:00,토,145,24,158,47,113,106
2024-03-30,23:00,토,23,61,71,15,155,52
2024-03-31,00:00,일,151,99,57,56,123,65
2024-03-31,01:00,일,76,103,103,90,111,89
2024-03-31,02:00,일,70,34,110,17,106,58
2024-03-31,03:00,일,25,41,81,35,19,59
2024-03-31,04:00,일,130,67,42,43,145,78
2024-03-31,05:00,일,110,74,153,43,43,37
2024-03-31,06:00,일,361,152,191,177,343,95
2024-03-31,07:00,일,268,303,441,45,235,244
2024-03-31,08:00,일,457,244,394,104,370,85
2024-03-31,09:00,일,305,82,261,199,117,154
2024-03-31,10:00,일,157,39,288,96,124,235
2024-03-31,11:00,일,173,101,248,67,206,215
2024-03-31,12:00,일,273,291,228,55,223,231
2024-03-31,13:00,일,202,275,299,107,332,155
2024-03-31,14:00,일,312,90,334,45,266,34
2024-03-31,15:00,일,285,51,36,186,175,168
2024-03-31,16:00,일,274,213,244,49,272,74
2024-03-31,17:00,일,327,115,327,147,53,192
2024-03-31,18:00,일,276,104,416,265,172,281
2024-03-31,19:00,일,246,107,394,171,156,283
2024-03-31,20:00,일,155,190,212,107,191,186
2024-03-31,21:00,일,330,110,76,216,129,232
2024-03-31,22:00,일,41,57,42,116,49,107
2024-03-31,23:00,일,162,71,149,86,72,111
2024-04-01,00:00,월,61,16,76,57,118,27
2024-04-01,01:00,월,76,46,123,10,42,48
2024-04-01,02:00,월,79,31,93,79,115,68
2024-04-01,03:00,월,91,52,106,79,75,15
2024-04-01,04:00,월,53,18,16,69,120,17
2024-04-01,05:00,월,43,61,88,35,43,77
2024-04-01,06:00,월,190,95,35,78,116,46
2024-04-01,07:00,월,234,36,127,95,236,154
2024-04-01,08:00,월,154,85,291,92,163,68
2024-04-01,09:00,월,123,35,126,138,192,144
2024-04-01,10:00,월,249,129,70,126,118,69
2024-04-01,11:00,월,157,50,48,53,224,141
2024-04-01,12:00,월,73,93,107,104,266,155
2024-04-01,13:00,월,78,85,276,77,113,70
2024-04-01,14:00,월,58,44,85,70,28,89
2024-04-01,15:00,월,214,152,47,31,126,90
2024-04-01,16:00,월,138,54,110,80,224,36
2024-04-01,17:00,월,96,120,70,146,249,57
2024-04-01,18:00,월,294,58,227,83,150,169
2024-04-01,19:00,월,77,155,242,146,93,234
2024-04-01,20:00,월,100,116,155,112,246,46
2024-04-01,21:00,월,156,74,194,161,224,47
2024-04-01,22:00,월,52,79,111,8,74,39
2024-04-01,23:00,월,106,65,74,55,115,52
2024-04-02,00:00,화,50,57,90,32,29,72
2024-04-02,01:00,화,133,68,107,56,71,81
2024-04-02,02:00,화,31,47,109,17,29,56
2024-04-02,03:00,화,41,55,105,51,111,18
2024-04-02,04:00,화,82,9,43,36,15,49
2024-04-02,05:00,화,20,64,42,18,87,46
2024-04-02,06:00,화,222,165,114,51,182,153
2024-04-02,07:00,화,281,55,104,147,227,222
2024-04-02,08:00,화,267,52,173,176,390,104
2024-04-02,09:00,화,232,108,140,182,169,130
2024-04-02,10:00,화,122,99,211,180,246,67
2024-04-02,11:00,화,251,153,222,153,246,115
2024-04-02,12:00,화,171,31,95,215,302,61
2024-04-02,13:00,화,278,149,309,186,294,32
2024-04-02,14:00,화,262,63,137,178,153,163
2024-04-02,15:00,화,219,144,205,46,50,85
2024-04-02,16:00,화,253,63,41,35,268,44
2024-04-02,17:00,화,159,162,140,118,51,87
2024-04-02,18:00,화,283,175,396,112,252,264
2024-04-02,19:00,화,175,254,233,154,302,243
2024-04-02,20:00,화,175,34,204,156,183,18
2024-04-02,21:00,화,34,105,87,172,158,38
2024-04-02,22:00,화,67,51,68,34,135,60
2024-04-02,23:00,화,122,50,121,25,91,82
2024-04-03,00:00,수,97,34,23,30,127,26
2024-04-03,01:00,수,89,37,121,21,29,18
2024-04-03,02:00,수,116,11,75,68,41,70
2024-04-03,03:00,수,77,33,28,63,30,51
2024-04-03,04:00,수,83,88,89,90,95,11
2024-04-03,05:00,수,133,89,91,57,41,35
2024-04-03,06:00,수,146,51,183,73,72,135
2024-04-03,07:00,수,185,76,269,180,338,127
2024-04-03,08:00,수,308,276,146,68,106,194
2024-04-03,09:00,수,236,138,223,140,183,24
2024-04-03,10:00,수,232,160,260,63,179,111
2024-04-03,11:00,수,164,43,246,169,164,45
2024-04-03,12:00,수,200,195,70,125,166,62
2024-04-03,13:00,수,262,157,300,113,341,141
2024-04-03,14:00,수,200,73,126,78,208,122
2024-04-03,15:00,수,122,116,108,144,165,116
2024-04-03,16:00,수,176,60,63,28,62,38
2024-04-03,17:00,수,62,32,143,128,239,132
2024-04-03,18:00,수,373,186,87,178,43,221
2024-04-03,19:00,수,108,157,348,84,225,55
2024-04-03,20:00,수,230,87,180,156,232,70
2024-04-03,21:00,수,77,172,31,166,271,136
2024-04-03,22:00,수,41,13,41,58,81,72
2024-04-03,23:00,수,132,82,36,31,129,56
2024-04-04,00:00,목,29,99,96,17,118,29
2024-04-04,01:00,목,16,25,113,74,58,16
2024-04-04,02:00,목,17,32,126,46,146,14
2024-04-04,03:00,목,47,76,67,12,19,19
2024-04-04,04:00,목,123,98,48,42,100,45
2024-04-04,05:00,목,123,59,104,23,97,49
2024-04-04,06:00,목,117,193,148,20,276,148
2024-04-04,07:00,목,273,111,64,185,293,145
2024-04-04,08:00,목,286,260,160,252,390,78
2024-04-04,09:00,목,189,194,238,181,71,173
2024-04-04,10:00,목,55,168,237,21,36,103
2024-04-04,11:00,목,32,70,166,164,99,22
2024-04-04,12:00,목,318,144,395,216,368,242
2024-04-04,13:00,목,204,75,284,108,395,242
2024-04-04,14:00,목,183,144,275,152,287,166
2024-04-04,15:00,목,238,79,217,168,30,104
2024-04-04,16:00,목,111,199,102,146,159,89
2024-04-04,17:00,목,281,166,55,163,166,168
2024-04-04,18:00,목,270,249,75,111,344,283
2024-04-04,19:00,목,415,252,160,189,243,209
2024-04-04,20:00,목,113,72,296,133,151,197
2024-04-04,21:00,목,214,139,84,170,281,120
2024-04-04,22:00,목,48,98,52,21,131,44
2024-04-04,23:00,목,94,96,32,58,35,81
2024-04-05,00:00,금,92,102,151,88,56,66
2024-04-05,01:00,금,30,21,25,35,142,66
2024-04-05,02:00,금,61,71,103,101,32,87
2024-04-05,03:00,금,46,30,158,88,74,82
2024-04-05,04:00,금,151,46,41,98,35,43
2024-04-05,05:00,금,26,80,148,102,143,81
2024-04-05,06:00,금,120,73,198,95,330,151
2024-04-05,07:00,금,358,320,92,210,282,40
2024-04-05,08:00,금,165,80,265,253,245,243
2024-04-05,09:00,금,126,124,83,106,63,99
2024-04-05,10:00,금,138,155,212,151,75,150
2024-04-05,11:00,금,252,91,153,63,263,189
2024-04-05,12:00,금,158,83,336,206,323,183
2024-04-05,13:00,금,338,86,143,99,82,286
2024-04-05,14:00,금,176,90,327,192,287,106
2024-04-05,15:00,금,115,25,208,115,75,144
2024-04-05,16:00,금,222,150,228,31,327,200
2024-04-05,17:00,금,138,208,110,186,198,43
2024-04-05,18:00,금,90,325,107,70,52,272
2024-04-05,19:00,금,172,33,187,50,265,170
2024-04-05,20:00,금,270,43,210,102,205,89
2024-04-05,21:00,금,298,102,255,43,56,91
2024-04-05,22:00,금,134,78,56,57,70,91
2024-04-05,23:00,금,97,14,22,11,165,48
2024-04-06,00:00,토,203,115,124,111,69,42
2024-04-06,01:00,토,193,41,28,23,97,118
2024-04-06,02:00,토,97,49,94,125,34,72
2024-04-06,03:00,토,66,76,71,122,54,121
2024-04-06,04:00,토,143,94,90,46,49,60
2024-04-06,05:00,토,165,33,147,55,153,137
2024-04-06,06:00,토,68,140,217,44,235,54
2024-04-06,07:00,토,237,200,212,267,613,112
2024-04-06,08:00,토,165,98,75,342,503,129
2024-04-06,09:00,토,91,47,54,219,363,210
2024-04-06,10:00,토,302,27,118,107,198,205
2024-04-06,11:00,토,75,84,187,52,95,51
2024-04-06,12:00,토,56,249,387,99,217,169
2024-04-06,13:00,토,298,200,504,61,447,217
2024-04-06,14:00,토,242,242,262,175,321,90
2024-04-06,15:00,토,242,102,139,57,104,171
2024-04-06,16:00,토,402,239,398,258,231,111
2024-04-06,17:00,토,146,89,344,271,98,205
2024-04-06,18:00,토,316,137,159,219,78,237
2024-04-06,19:00,토,450,169,435,321,494,214
2024-04-06,20:00,토,350,208,143,196,369,205
2024-04-06,21:00,토,256,204,375,101,358,109
2024-04-06,22:00,토,207,43,166,47,188,118
2024-04-06,23:00,토,84,127,102,20,69,15
2024-04-07,00:00,일,150,47,97,64,118,118
2024-04-07,01:00,일,105,37,89,118,137,70
2024-04-07,02:00,일,56,125,174,59,58,53
2024-04-07,03:00,일,130,25,48,22,50,110
2024-04-07,04:00,일,100,124,185,117,76,57
2024-04-07,05:00,일,144,96,93,100,179,12
2024-04-07,06:00,일,151,242,373,62,331,240
2024-04-07,07:00,일,324,348,70,97,105,74
2024-04-07,08:00,일,578,364,99,204,461,97
2024-04-07,09:00,일,274,214,62,166,60,238
2024-04-07,10:00,일,56,198,280,231,307,189
2024-04-07,11:00,일,183,111,97,45,280,171
2024-04-07,12:00,일,493,175,207,273,281,334
2024-04-07,13:00,일,88,40,412,143,389,234
2024-04-07,14:00,일,99,76,305,167,50,163
2024-04-07,15:00,일,124,70,192,128,188,99
2024-04-07,16:00,일,375,120,144,41,126,72
2024-04-07,17:00,일,181,190,95,211,360,198
2024-04-07,18:00,일,508,235,520,338,555,296
2024-04-07,19:00,일,81,64,204,216,581,130
2024-04-07,20:00,일,130,48,333,61,377,141
2024-04-07,21:00,일,169,94,159,124,268,25
2024-04-07,22:00,일,168,75,100,62,135,109
2024-04-07,23:00,일,59,86,154,29,90,117
2024-04-08,00:00,월,42,30,57,26,36,29
2024-04-08,01:00,월,68,55,53,50,62,40
2024-04-08,02:00,월,38,18,82,59,89,67
2024-04-08,03:00,월,59,59,109,42,115,33
2024-04-08,04:00,월,69,48,74,16,106,19
2024-04-08,05:00,월,85,58,92,11,64,48
2024-04-08,06:00,월,47,151,185,89,67,51
2024-04-08,07:00,월,44,128,62,106,308,179
2024-04-08,08:00,월,99,105,299,146,202,142
2024-04-08,09:00,월,142,156,51,51,180,18
2024-04-08,10:00,월,135,89,86,68,220,79
2024-04-08,11:00,월,179,18,60,122,224,90
2024-04-08,12:00,월,33,192,39,135,50,39
2024-04-08,13:00,월,228,186,122,77,178,172
2024-04-08,14:00,월,126,85,224,109,176,143
2024-04-08,15:00,월,232,153,229,121,50,57
2024-04-08,16:00,월,134,122,25,29,129,101
2024-04-08,17:00,월,114,152,166,52,216,19
2024-04-08,18:00,월,164,115,134,176,150,135
2024-04-08,19:00,월,77,160,193,74,115,66
2024-04-08,20:00,월,122,63,141,134,155,122
2024-04-08,21:00,월,76,59,70,70,121,97
2024-04-08,22:00,월,16,54,23,25,12,48
2024-04-08,23:00,월,78,75,39,42,112,56
2024-04-09,00:00,화,22,15,72,10,100,10
2024-04-09,01:00,화,91,72,24,24,28,72
2024-04-09,02:00,화,97,20,16,10,73,48
2024-04-09,03:00,화,18,48,124,75,75,45
2024-04-09,04:00,화,56,54,91,18,59,80
2024-04-09,05:00,화,128,18,82,47,46,37
2024-04-09,06:00,화,212,35,123,99,30,154
2024-04-09,07:00,화,321,76,218,181,285,214
2024-04-09,08:00,화,90,187,108,119,116,81
2024-04-09,09:00,화,101,40,84,171,59,63
2024-04-09,10:00,화,220,31,206,119,208,18
2024-04-09,11:00,화,132,136,249,29,136,129
2024-04-09,12:00,화,52,153,331,61,291,79
2024-04-09,13:00,화,175,133,134,113,276,124
2024-04-09,14:00,화,49,142,133,91,254,23
2024-04-09,15:00,화,223,17,198,45,53,133
2024-04-09,16:00,화,186,98,195,166,198,35
2024-04-09,17:00,화,119,109,132,112,99,159
2024-04-09,18:00,화,112,63,289,47,94,165
2024-04-09,19:00,화,131,161,129,240,196,26
2024-04-09,20:00,화,236,71,103,60,200,73
2024-04-09,21:00,화,259,162,235,148,91,71
2024-04-09,22:00,화,56,57,30,22,14,30
2024-04-09,23:00,화,116,74,18,68,47,79
2024-04-10,00:00,수,61,12,24,81,105,64
2024-04-10,01:00,수,64,75,122,57,126,28
2024-04-10,02:00,수,122,77,101,65,64,80
2024-04-10,03:00,수,21,77,103,56,31,77
2024-04-10,04:00,수,52,19,54,76,111,23
2024-04-10,05:00,수,120,14,106,38,21,72
2024-04-10,06:00,수,182,105,228,170,229,91
2024-04-10,07:00,수,108,248,139,261,224,56
2024-04-10,08:00,수,210,42,313,261,313,248
2024-04-10,09:00,수,99,162,202,48,129,34
2024-04-10,10:00,수,94,161,181,100,133,105
2024-04-10,11:00,수,199,151,157,115,237,161
2024-04-10,12:00,수,143,27,177,184,121,63
2024-04-10,13:00,수,237,30,133,144,274,111
2024-04-10,14:00,수,59,83,72,122,254,98
2024-04-10,15:00,수,194,87,36,153,112,91
2024-04-10,16:00,수,43,92,156,168,182,26
2024-04-10,17:00,수,126,93,191,125,110,31
2024-04-10,18:00,수,63,63,114,63,200,232
2024-04-10,19:00,수,301,78,212,31,301,181
2024-04-10,20:00,수,64,171,216,89,208,150
2024-04-10,21:00,수,158,133,55,167,105,100
2024-04-10,22:00,수,36,38,81,27,120,77
2024-04-10,23:00,수,76,18,112,87,57,46
2024-04-11,00:00,목,106,12,86,51,94,31
2024-04-11,01:00,목,26,61,82,63,39,19
2024-04-11,02:00,목,116,84,44,37,116,57
2024-04-11,03:00,목,76,78,39,76,134,90
2024-04-11,04:00,목,37,30,101,26,90,90
2024-04-11,05:00,목,127,81,132,76,51,18
2024-04-11,06:00,목,141,158,176,74,262,110
2024-04-11,07:00,목,320,249,119,124,90,244
2024-04-11,08:00,목,190,255,301,53,292,108
2024-04-11,09:00,목,267,58,264,79,275,46
2024-04-11,10:00,목,44,100,187,120,69,115
2024-04-11,11:00,목,209,32,80,27,54,106
2024-04-11,12:00,목,230,175,107,141,48,229
2024-04-11,13:00,목,191,150,155,56,307,77
2024-04-11,14:00,목,171,84,102,146,270,91
2024-04-11,15:00,목,92,183,69,63,249,110
2024-04-11,16:00,목,180,170,102,177,105,88
2024-04-11,17:00,목,280,167,254,123,54,156
2024-04-11,18:00,목,320,28,340,153,348,125
2024-04-11,19:00,목,60,170,110,229,160,233
2024-04-11,20:00,목,158,58,210,25,176,127
2024-04-11,21:00,목,70,84,202,125,30,86
2024-04-11,22:00,목,78,92,84,36,23,30
2024-04-11,23:00,목,137,55,36,70,67,69
2024-04-12,00:00,금,46,98,96,99,16,71
2024-04-12,01:00,금,128,14,16,100,42,30
2024-04-12,02:00,금,125,85,81,94,121,50
2024-04-12,03:00,금,96,78,58,48,80,42
2024-04-12,04:00,금,63,28,38,74,76,89
2024-04-12,05:00,금,103,31,118,104,120,23
2024-04-12,06:00,금,253,94,241,182,83,44
2024-04-12,07:00,금,278,242,359,296,165,261
2024-04-12,08:00,금,373,231,394,140,352,207
2024-04-12,09:00,금,111,202,122,102,72,97
2024-04-12,10:00,금,184,52,37,75,258,173
2024-04-12,11:00,금,119,170,85,110,209,49
2024-04-12,12:00,금,51,225,83,228,118,223
2024-04-12,13:00,금,110,57,307,53,374,124
2024-04-12,14:00,금,209,76,115,53,124,47
2024-04-12,15:00,금,146,73,248,201,100,60
2024-04-12,16:00,금,102,205,204,65,181,202
2024-04-12,17:00,금,69,173,39,68,36,56
2024-04-12,18:00,금,167,99,222,231,330,233
2024-04-12,19:00,금,103,250,340,168,406,36
2024-04-12,20:00,금,207,84,173,48,97,198
2024-04-12,21:00,금,275,71,137,47,192,66
2024-04-12,22:00,금,44,24,36,24,86,28
2024-04-12,23:00,금,46,55,55,100,119,49
2024-04-13,00:00,토,19,129,145,45,192,95
2024-04-13,01:00,토,37,33,39,87,143,25
2024-04-13,02:00,토,118,103,195,39,71,95
2024-04-13,03:00,토,73,76,121,120,68,34
2024-04-13,04:00,토,100,51,71,63,38,122
2024-04-13,05:00,토,117,48,174,26,114,70
2024-04-13,06:00,토,380,31,194,232,59,131
2024-04-13,07:00,토,310,326,129,43,514,208
2024-04-13,08:00,토,230,133,381,135,357,380
2024-04-13,09:00,토,183,133,47,39,53,261
2024-04-13,10:00,토,76,164,230,52,382,51
2024-04-13,11:00,토,194,147,96,72,110,164
2024-04-13,12:00,토,473,254,227,314,279,75
2024-04-13,13:00,토,263,273,209,300,84,274
2024-04-13,14:00,토,118,241,222,97,269,202
2024-04-13,15:00,토,362,124,263,73,159,220
2024-04-13,16:00,토,157,53,285,220,309,81
2024-04-13,17:00,토,248,195,281,73,226,86
2024-04-13,18:00,토,327,234,354,309,174,384
2024-04-13,19:00,토,129,313,463,96,457,167
2024-04-13,20:00,토,74,55,382,119,169,182
2024-04-13,21:00,토,368,66,387,73,61,250
2024-04-13,22:00,토,109,127,146,19,88,95
2024-04-13,23:00,토,178,29,127,27,70,19
2024-04-14,00:00,일,171,97,99,65,41,18
2024-04-14,01:00,일,166,90,171,55,150,112
2024-04-14,02:00,일,129,62,69,90,174,22
2024-04-14,03:00,일,58,114,80,41,162,101
2024-04-14,04:00,일,20,64,111,55,86,93
2024-04-14,05:00,일,149,96,104,33,113,21
2024-04-14,06:00,일,156,51,306,95,202,95
2024-04-14,07:00,일,397,82,79,176,330,130
2024-04-14,08:00,일,482,222,190,193,256,178
2024-04-14,09:00,일,226,238,38,194,42,242
2024-04-14,10:00,일,156,144,299,115,90,35
2024-04-14,11:00,일,244,209,295,42,205,223
2024-04-14,12:00,일,148,144,296,277,181,47
2024-04-14,13:00,일,124,154,112,305,310,38
2024-04-14,14:00,일,215,44,124,100,246,150
2024-04-14,15:00,일,305,111,53,192,99,202
2024-04-14,16:00,일,352,46,231,208,69,223
2024-04-14,17:00,일,248,111,42,229,170,68
2024-04-14,18:00,일,283,218,341,49,457,108
2024-04-14,19:00,일,493,123,137,165,501,244
2024-04-14,20:00,일,340,155,233,79,55,203
2024-04-14,21:00,일,95,98,141,121,277,176
2024-04-14,22:00,일,169,79,148,92,90,88
2024-04-14,23:00,일,90,112,29,117,88,79
2024-04-15,00:00,월,63,36,40,45,84,63
2024-04-15,01:00,월,60,54,91,60,66,50
2024-04-15,02:00,월,47,17,49,33,49,56
2024-04-15,03:00,월,61,25,62,52,67,43
2024-04-15,04:00,월,107,42,69,63,105,37
2024-04-15,05:00,월,27,9,23,63,85,19
2024-04-15,06:00,월,109,14,150,124,68,58
2024-04-15,07:00,월,175,22,312,71,149,179
2024-04-15,08:00,월,139,114,136,185,277,123
2024-04-15,09:00,월,72,97,180,93,194,121
2024-04-15,10:00,월,86,48,157,105,71,38
2024-04-15,11:00,월,98,33,90,87,111,40
2024-04-15,12:00,월,82,94,99,74,193,61
2024-04-15,13:00,월,222,88,171,167,77,173
2024-04-15,14:00,월,130,102,84,50,117,83
2024-04-15,15:00,월,165,28,209,18,171,88
2024-04-15,16:00,월,209,119,189,132,152,74
2024-04-15,17:00,월,202,118,70,74,134,105
2024-04-15,18:00,월,299,92,58,215,204,49
2024-04-15,19:00,월,147,108,262,212,298,84
2024-04-15,20:00,월,184,85,121,59,171,25
2024-04-15,21:00,월,107,25,36,91,55,24
2024-04-15,22:00,월,39,7,21,15,87,35
2024-04-15,23:00,월,78,58,90,57,41,37
2024-04-16,00:00,화,67,67,12,44,16,47
2024-04-16,01:00,화,71,66,106,59,12,11
2024-04-16,02:00,화,81,49,45,8,54,30
2024-04-16,03:00,화,63,41,66,12,65,30
2024-04-16,04:00,화,49,29,119,69,51,16
2024-04-16,05:00,화,118,35,66,20,54,50
2024-04-16,06:00,화,237,97,193,137,142,68
2024-04-16,07:00,화,250,43,126,32,50,33
2024-04-16,08:00,화,340,174,196,231,126,181
2024-04-16,09:00,화,141,148,204,36,94,86
2024-04-16,10:00,화,187,131,67,121,43,115
2024-04-16,11:00,화,28,140,121,142,165,125
2024-04-16,12:00,화,43,74,287,202,57,139
2024-04-16,13:00,화,298,74,277,59,295,83
2024-04-16,14:00,화,175,72,139,159,62,52
2024-04-16,15:00,화,37,120,103,27,198,145
2024-04-16,16:00,화,104,38,60,120,235,29
2024-04-16,17:00,화,63,130,236,113,99,130
2024-04-16,18:00,화,353,88,77,212,55,148
2024-04-16,19:00,화,225,194,196,58,63,170
2024-04-16,20:00,화,232,96,73,16,162,69
2024-04-16,21:00,화,31,77,56,62,228,152
2024-04-16,22:00,화,40,15,43,31,51,51
2024-04-16,23:00,화,77,39,43,38,91,63
2024-04-17,00:00,수,91,70,112,22,105,65
2024-04-17,01:00,수,15,63,42,33,89,34
2024-04-17,02:00,수,65,39,30,40,18,56
2024-04-17,03:00,수,102,65,57,25,59,45
2024-04-17,04:00,수,85,34,19,41,112,49
2024-04-17,05:00,수,109,74,63,18,65,32
2024-04-17,06:00,수,171,59,31,70,60,22
2024-04-17,07:00,수,176,158,279,220,263,184
2024-04-17,08:00,수,41,142,248,162,282,46
2024-04-17,09:00,수,226,31,75,105,112,96
2024-04-17,10:00,수,91,92,124,152,63,19
2024-04-17,11:00,수,126,154,129,56,146,148
2024-04-17,12:00,수,160,20,304,132,109,156
2024-04-17,13:00,수,181,46,282,91,49,133
2024-04-17,14:00,수,55,86,142,155,150,36
2024-04-17,15:00,수,189,113,57,146,66,52
2024-04-17,16:00,수,40,99,52,35,60,82
2024-04-17,17:00,수,181,91,235,158,237,111
2024-04-17,18:00,수,181,96,324,66,309,69
2024-04-17,19:00,수,259,171,212,99,219,129
2024-04-17,20:00,수,129,100,174,123,129,146
2024-04-17,21:00,수,184,143,235,120,70,55
2024-04-17,22:00,수,88,54,56,30,30,44
2024-04-17,23:00,수,72,18,25,37,44,70
2024-04-18,00:00,목,121,55,124,55,67,29
2024-04-18,01:00,목,24,32,79,75,102,82
2024-04-18,02:00,목,92,66,103,29,46,58
2024-04-18,03:00,목,84,86,122,37,87,14
2024-04-18,04:00,목,107,83,72,25,64,70
2024-04-18,05:00,목,44,22,29,19,79,48
2024-04-18,06:00,목,97,129,68,152,239,146
2024-04-18,07:00,목,136,76,71,31,376,79
2024-04-18,08:00,목,144,138,251,173,55,202
2024-04-18,09:00,목,244,135,171,153,187,47
2024-04-18,10:00,목,256,95,56,103,157,89
2024-04-18,11:00,목,178,83,145,111,140,166
2024-04-18,12:00,목,182,48,326,91,92,154
2024-04-18,13:00,목,51,122,176,227,46,180
2024-04-18,14:00,목,155,151,241,158,93,119
2024-04-18,15:00,목,241,58,125,161,58,28
2024-04-18,16:00,목,48,167,136,92,187,59
2024-04-18,17:00,목,64,85,169,166,206,174
2024-04-18,18:00,목,138,170,315,67,101,132
2024-04-18,19:00,목,245,180,138,107,245,220
2024-04-18,20:00,목,116,164,101,167,198,49
2024-04-18,21:00,목,175,39,173,126,228,128
2024-04-18,22:00,목,94,16,36,56,130,16
2024-04-18,23:00,목,52,17,95,71,70,67
2024-04-19,00:00,금,102,62,69,31,114,76
2024-04-19,01:00,금,18,42,54,57,126,70
2024-04-19,02:00,금,140,65,123,68,105,14
2024-04-19,03:00,금,108,29,131,84,86,53
2024-04-19,04:00,금,15,40,49,10,126,73
2024-04-19,05:00,금,17,84,112,47,93,84
2024-04-19,06:00,금,236,40,149,141,249,94
2024-04-19,07:00,금,367,125,356,129,64,145
2024-04-19,08:00,금,289,161,136,230,155,146
2024-04-19,09:00,금,145,81,185,145,177,132
2024-04-19,10:00,금,125,182,50,113,239,66
2024-04-19,11:00,금,36,25,279,160,208,29
2024-04-19,12:00,금,301,173,236,103,279,69
2024-04-19,13:00,금,320,24,76,183,80,76
2024-04-19,14:00,금,249,182,260,175,145,150
2024-04-19,15:00,금,36,49,285,167,244,107
2024-04-19,16:00,금,232,73,73,57,259,130
2024-04-19,17:00,금,234,184,139,146,56,164
2024-04-19,18:00,금,75,95,110,234,324,136
2024-04-19,19:00,금,332,43,159,146,354,190
2024-04-19,20:00,금,278,102,263,183,108,110
2024-04-19,21:00,금,34,107,131,141,131,130
2024-04-19,22:00,금,30,27,39,21,51,63
